id,price,beds,baths,garage,sqft,year_built,address,postal_code,state,city,pictures,county,pictures1,db
9913655535,409900,3.0,3.0,2.0,2068.0,2020.0,7674 Pecos Rdg,78015.0,TX,Boerne,https://ap.rdcpix.com/780b1e17bf026a3ef8dc7f4fc6b82927l-m2545562504s.jpg,Bexar,https://ap.rdcpix.com/780b1e17bf026a3ef8dc7f4fc6b82927l-m4264476348s.jpg,32 - 7674 Pecos Rdg
8921983070,267500,4.0,3.0,,3056.0,1968.0,843 Buoy Rd,77062.0,TX,Houston,https://ap.rdcpix.com/a48ca83ed4bd21fea41c77e14ca85fe9l-m324501598s.jpg,Harris,https://ap.rdcpix.com/a48ca83ed4bd21fea41c77e14ca85fe9l-m1080498944s.jpg,33 - 843 Buoy Rd
7856286651,220000,3.0,3.0,2.0,1418.0,2013.0,2260 Sparrow Point St,79938.0,TX,El Paso,https://ap.rdcpix.com/ae7e5a174117ee20527f9733c8728c0fl-m246610487s.jpg,El Paso,https://ap.rdcpix.com/ae7e5a174117ee20527f9733c8728c0fl-m594518477s.jpg,34 - 2260 Sparrow Point St
8810303095,200000,3.0,2.0,,1369.0,1964.0,202 Park Plz,78237.0,TX,San Antonio,https://ap.rdcpix.com/017590bc6aa597b3bc2d70a266424c14l-m2088680624s.jpg,Bexar,https://ap.rdcpix.com/017590bc6aa597b3bc2d70a266424c14l-m2540959854s.jpg,35 - 202 Park Plz
7421873281,190000,4.0,2.0,1.0,1040.0,1976.0,7603 Glen Mont,78239.0,TX,San Antonio,https://ap.rdcpix.com/888dc793132071c44a0beb207d34b72dl-m3289648782s.jpg,Bexar,https://ap.rdcpix.com/888dc793132071c44a0beb207d34b72dl-m3185638181s.jpg,36 - 7603 Glen Mont
8099836798,188000,4.0,2.0,,1412.0,1979.0,14850 Coaltown Rd,77378.0,TX,Willis,https://ap.rdcpix.com/04aacb6862a7854ad57f054ee399af46l-m3020719739s.jpg,Montgomery,https://ap.rdcpix.com/04aacb6862a7854ad57f054ee399af46l-m2071725532s.jpg,37 - 14850 Coaltown Rd
9171425098,480000,3.0,2.0,2.0,1897.0,2004.0,1896 FM 539,78155.0,TX,Seguin,https://ap.rdcpix.com/c5f767533ea4c58d47ac80cd89542904l-m3408742317s.jpg,Guadalupe,https://ap.rdcpix.com/c5f767533ea4c58d47ac80cd89542904l-m353042481s.jpg,38 - 1896 FM 539
7346570151,475000,2.0,3.0,2.0,1948.0,1964.0,6144 Averill Way Unit 104E,75225.0,TX,Dallas,https://ap.rdcpix.com/42338c975dd69ea30852ea4b5803b61cl-m886107983s.jpg,Dallas,https://ap.rdcpix.com/42338c975dd69ea30852ea4b5803b61cl-m1835743613s.jpg,39 - 6144 Averill Way Unit 104E
8466987130,375000,6.0,4.0,1.0,5130.0,2004.0,1907 Rustic Oak Ln,77469.0,TX,Richmond,https://ap.rdcpix.com/7067a051d55e6f2b9bda13ed6590aa1al-m1337126844s.jpg,Fort Bend,https://ap.rdcpix.com/7067a051d55e6f2b9bda13ed6590aa1al-m3868609048s.jpg,40 - 1907 Rustic Oak Ln
9535936785,750000,4.0,4.0,3.0,3629.0,2018.0,9335 Victory Canyon Ln,77375.0,TX,Tomball,https://ap.rdcpix.com/59209df988853a83ddb9bd349fe44d0bl-m69068754s.jpg,Harris,https://ap.rdcpix.com/59209df988853a83ddb9bd349fe44d0bl-m3766409078s.jpg,41 - 9335 Victory Canyon Ln
8189292301,549900,5.0,4.0,2.0,3738.0,2003.0,12431 Pedder Way Dr,77377.0,TX,Tomball,https://ap.rdcpix.com/332b5ca8ac272147bce60c1f9865ad7el-m1947090827s.jpg,Harris,https://ap.rdcpix.com/332b5ca8ac272147bce60c1f9865ad7el-m2240022412s.jpg,42 - 12431 Pedder Way Dr
8089173786,379999,4.0,3.0,2.0,2671.0,2004.0,12934 Auburn Grove Ln,77041.0,TX,Houston,https://ap.rdcpix.com/2126e0c0b17f54064b035730ffd2d05bl-m3927530093s.jpg,Harris,https://ap.rdcpix.com/2126e0c0b17f54064b035730ffd2d05bl-m2304731888s.jpg,43 - 12934 Auburn Grove Ln
9644791506,2000000,2.0,2.0,2.0,8520.0,1940.0,319 E Main St,77571.0,TX,La Porte,https://ap.rdcpix.com/c337b48a59928a33a952232de77f908al-m11259772s.jpg,Harris,https://ap.rdcpix.com/c337b48a59928a33a952232de77f908al-m3219117957s.jpg,44 - 319 E Main St
8418758398,350000,4.0,3.0,2.0,2376.0,1987.0,3004 Cloverdale Dr,77573.0,TX,League City,https://ap.rdcpix.com/79bc9ef259d838ff1a0a8ae0524aba28l-m4011734081s.jpg,Galveston,https://ap.rdcpix.com/79bc9ef259d838ff1a0a8ae0524aba28l-m2844165314s.jpg,45 - 3004 Cloverdale Dr
8382930142,1250000,4.0,4.0,3.0,4059.0,2006.0,4621 Holly St,77401.0,TX,Houston,https://ap.rdcpix.com/9f2dc33e5d8938febb273e91c58a88c8l-m2187770541s.jpg,Harris,https://ap.rdcpix.com/9f2dc33e5d8938febb273e91c58a88c8l-m1986587675s.jpg,46 - 4621 Holly St
9318663864,379990,4.0,3.0,2.0,1890.0,2022.0,19504 Ann Richards Ave,78653.0,TX,Manor,https://ap.rdcpix.com/9d2fb87e84eb03f4ada2eaeea1372a93l-m3269240618s.jpg,Travis,https://ap.rdcpix.com/9d2fb87e84eb03f4ada2eaeea1372a93l-m3630107612s.jpg,47 - 19504 Ann Richards Ave
8745930811,449500,4.0,3.0,3.0,2999.0,1977.0,926 Green Tree Ln,75137.0,TX,Duncanville,https://ap.rdcpix.com/f3ff0f95302e842b88e7286296cb5fbdl-m700318199s.jpg,Dallas,https://ap.rdcpix.com/f3ff0f95302e842b88e7286296cb5fbdl-m2250312380s.jpg,48 - 926 Green Tree Ln
7816778853,400000,3.0,3.0,2.0,2052.0,1996.0,1817 Rosenborough Ln N,78665.0,TX,Round Rock,https://ap.rdcpix.com/ba9a069d115dd1254754673927f4a53fl-m2038293679s.jpg,Williamson,https://ap.rdcpix.com/ba9a069d115dd1254754673927f4a53fl-m2603907331s.jpg,49 - 1817 Rosenborough Ln N
9415876900,382400,4.0,3.0,2.0,2352.0,2020.0,129 Moonrise Dr,78666.0,TX,San Marcos,https://ap.rdcpix.com/aee7250accf21dea148b0dff8ce1bec6l-m1347113682s.jpg,Hays,https://ap.rdcpix.com/aee7250accf21dea148b0dff8ce1bec6l-m1887035636s.jpg,50 - 129 Moonrise Dr
8454115707,326000,3.0,3.0,2.0,2252.0,2007.0,8405 Shallow Creek Dr,76179.0,TX,Fort Worth,https://ap.rdcpix.com/2478abd4617347831492a9940655c965l-m4026775801s.jpg,Tarrant,https://ap.rdcpix.com/2478abd4617347831492a9940655c965l-m3388465657s.jpg,51 - 8405 Shallow Creek Dr
7403560295,330000,3.0,2.0,2.0,1627.0,1986.0,4909 Portola Dr,75043.0,TX,Garland,https://ap.rdcpix.com/e28abfcfa1fc3b0b19f7be9ee31e66e3l-m3573458089s.jpg,Dallas,https://ap.rdcpix.com/e28abfcfa1fc3b0b19f7be9ee31e66e3l-m479626605s.jpg,52 - 4909 Portola Dr
7905626821,399000,4.0,2.0,2.0,2362.0,1981.0,5000 Skylark Ct,76180.0,TX,North Richland Hills,https://ap.rdcpix.com/582659aacf636abebfdc70a4976397e4l-m963834376s.jpg,Tarrant,https://ap.rdcpix.com/582659aacf636abebfdc70a4976397e4l-m1213173167s.jpg,53 - 5000 Skylark Ct
9118512658,599837,4.0,3.0,2.0,2554.0,2022.0,29786 Slate Crk,78015.0,TX,Boerne,https://ap.rdcpix.com/59cc1c97669a3357e6b05d68267eb1dal-m4091449338s.jpg,Kendall,https://ap.rdcpix.com/59cc1c97669a3357e6b05d68267eb1dal-m784205155s.jpg,54 - 29786 Slate Crk
8657664699,345000,4.0,3.0,2.0,2407.0,2010.0,11503 Wayward Daisy,78245.0,TX,San Antonio,https://ap.rdcpix.com/477d7e506f443461e79a075fdbbebe3el-m3607333330s.jpg,Bexar,https://ap.rdcpix.com/477d7e506f443461e79a075fdbbebe3el-m231285417s.jpg,55 - 11503 Wayward Daisy
9616466016,325000,4.0,3.0,2.0,1870.0,2022.0,1411 E Encino Ave,78577.0,TX,Pharr,https://ap.rdcpix.com/0335817de257123eb865fab2dde5c420l-m1895317764s.jpg,Hidalgo,https://ap.rdcpix.com/0335817de257123eb865fab2dde5c420l-m2235428197s.jpg,56 - 1411 E Encino Ave
7949759661,245000,2.0,1.0,,2545.0,1983.0,195 Church St,78007.0,TX,Calliham,https://ap.rdcpix.com/f1645fcb5d3d9537130ccff7159188f7l-m3466434226s.jpg,McMullen,https://ap.rdcpix.com/f1645fcb5d3d9537130ccff7159188f7l-m2988435565s.jpg,57 - 195 Church St
8366825325,179000,4.0,2.0,,1512.0,2020.0,735 Hernandez Dr,78537.0,TX,Donna,https://ap.rdcpix.com/b007d42dae0793ba6d68d4d3b1056ec2l-m2651978575s.jpg,Hidalgo,https://ap.rdcpix.com/b007d42dae0793ba6d68d4d3b1056ec2l-m1766435392s.jpg,58 - 735 Hernandez Dr
7424460680,329000,4.0,2.0,,2100.0,1957.0,828 N 43rd St,76710.0,TX,Waco,https://ap.rdcpix.com/b5efd48361465e09ed2fa2f5a30dc4b5l-m1270382050s.jpg,McLennan,https://ap.rdcpix.com/b5efd48361465e09ed2fa2f5a30dc4b5l-m1372570381s.jpg,59 - 828 N 43rd St
9241326641,559900,4.0,3.0,3.0,2474.0,2022.0,1906 Knippa,78253.0,TX,San Antonio,https://ap.rdcpix.com/02c21ce3556e4e3b9950f9a3eb1ba06al-m411676685s.jpg,Bexar,https://ap.rdcpix.com/02c21ce3556e4e3b9950f9a3eb1ba06al-m1221052074s.jpg,60 - 1906 Knippa
9380244746,645500,4.0,3.0,2.0,2552.0,2020.0,2021 Running Brushy Bnd,78641.0,TX,Leander,https://ap.rdcpix.com/c6771a87282f34a6e5fd6e61ca1193acl-m3621219921s.jpg,Williamson,https://ap.rdcpix.com/c6771a87282f34a6e5fd6e61ca1193acl-m2888350637s.jpg,61 - 2021 Running Brushy Bnd
7857539936,369000,2.0,3.0,2.0,2495.0,1963.0,1206 Oriole Dr,78028.0,TX,Kerrville,https://ap.rdcpix.com/e94675ef53e777091172a600b04bd82dl-m3984252698s.jpg,Kerr,https://ap.rdcpix.com/e94675ef53e777091172a600b04bd82dl-m1342279224s.jpg,62 - 1206 Oriole Dr
9978688831,230000,3.0,2.0,2.0,1587.0,1990.0,4 Wind Drift Dr,75901.0,TX,Lufkin,https://ap.rdcpix.com/995dc26e2d6966cc39d8781cc8e8ba0al-m355099674s.jpg,Angelina,https://ap.rdcpix.com/995dc26e2d6966cc39d8781cc8e8ba0al-m971841055s.jpg,63 - 4 Wind Drift Dr
8934718119,259000,3.0,2.0,2.0,1183.0,1961.0,3501 Hedrick St,76111.0,TX,Fort Worth,https://ap.rdcpix.com/3e6a2cbe183050eeaea3cab1f5316bbcl-m1900862786s.jpg,Tarrant,https://ap.rdcpix.com/3e6a2cbe183050eeaea3cab1f5316bbcl-m233371468s.jpg,64 - 3501 Hedrick St
9237788164,324999,4.0,2.0,2.0,1701.0,2022.0,4915 Strobel Ave,75216.0,TX,Dallas,https://ap.rdcpix.com/d8417db89475f84c8c57627e43e324c3l-m3043482201s.jpg,Dallas,https://ap.rdcpix.com/d8417db89475f84c8c57627e43e324c3l-m3005015704s.jpg,65 - 4915 Strobel Ave
7217277814,249900,3.0,2.0,,1511.0,1960.0,10001 Kellogg St,79924.0,TX,El Paso,https://ap.rdcpix.com/708d59c49a7de7aa608987674b1732dal-m612191532s.jpg,El Paso,https://ap.rdcpix.com/708d59c49a7de7aa608987674b1732dal-m1505501586s.jpg,66 - 10001 Kellogg St
8266953302,1200000,2.0,2.0,7.0,1892.0,1906.0,90 Bayridge Rd,77571.0,TX,Morgan's Point,https://ap.rdcpix.com/17f01e3dc0bd5e5bc71c72b7ee7df00bl-m80212935s.jpg,Harris,https://ap.rdcpix.com/17f01e3dc0bd5e5bc71c72b7ee7df00bl-m1037592682s.jpg,67 - 90 Bayridge Rd
8159155526,525000,4.0,3.0,3.0,3021.0,1997.0,8722 Hardeman Ct,77064.0,TX,Houston,https://ap.rdcpix.com/46b9b81e37fce915baa660bb41bd77d4l-m1624915508s.jpg,Harris,https://ap.rdcpix.com/46b9b81e37fce915baa660bb41bd77d4l-m3535127278s.jpg,68 - 8722 Hardeman Ct
8545734742,280000,3.0,2.0,2.0,1534.0,1977.0,706 S Hyannis Port St,77532.0,TX,Crosby,https://ap.rdcpix.com/89ab158eb1bacfb5c0b243122e73fb60l-m2810912196s.jpg,Harris,,69 - 706 S Hyannis Port St
7340106850,139700,3.0,2.0,,1113.0,1946.0,3801 Cumberland Ave,76707.0,TX,Waco,https://ap.rdcpix.com/d8661348c4049a9e30f559068ce01714l-m2860648650s.jpg,McLennan,,70 - 3801 Cumberland Ave
8716896483,845000,4.0,3.0,3.0,2874.0,2014.0,173 White Dove Cir,79602.0,TX,Abilene,https://ap.rdcpix.com/8d2227854cf0a2edcf35c4a7019aa6b7l-m857927339s.jpg,Taylor,https://ap.rdcpix.com/8d2227854cf0a2edcf35c4a7019aa6b7l-m3747749491s.jpg,71 - 173 White Dove Cir
7636638130,310000,4.0,2.0,2.0,2003.0,1967.0,11627 Temptation St,78216.0,TX,San Antonio,https://ap.rdcpix.com/2cb1ba3678ec51570bdbcc1f1e10b5edl-m177461167s.jpg,Bexar,https://ap.rdcpix.com/2cb1ba3678ec51570bdbcc1f1e10b5edl-m2936793751s.jpg,72 - 11627 Temptation St
8973963834,456000,4.0,4.0,2.0,3007.0,2009.0,7403 Paraiso Pt,78015.0,TX,Boerne,https://ap.rdcpix.com/bbc5d542fc53dfe24f8477b1af4f0d40l-m2358163698s.jpg,Bexar,https://ap.rdcpix.com/bbc5d542fc53dfe24f8477b1af4f0d40l-m3476287000s.jpg,73 - 7403 Paraiso Pt
8440855542,465000,4.0,3.0,3.0,3002.0,1996.0,4203 Alovette,78251.0,TX,San Antonio,https://ap.rdcpix.com/b70d268bfdb4f782f5cf5f8402d788f2l-m2436054472s.jpg,Bexar,https://ap.rdcpix.com/b70d268bfdb4f782f5cf5f8402d788f2l-m1648291310s.jpg,74 - 4203 Alovette
8176139626,4500000,2.0,5.0,2.0,3658.0,2002.0,554 Lakeview Blvd,78130.0,TX,New Braunfels,https://ap.rdcpix.com/8ff2cc0a7d3e061e884dc23a178636c0l-m1273676690s.jpg,Comal,https://ap.rdcpix.com/8ff2cc0a7d3e061e884dc23a178636c0l-m96376812s.jpg,75 - 554 Lakeview Blvd
7975733873,199500,2.0,2.0,2.0,1260.0,1972.0,600 Cherry St,76041.0,TX,Forreston,https://ap.rdcpix.com/0fe2dd7c91b2997e3008b29d4a6a713al-m3813919838s.jpg,Ellis,https://ap.rdcpix.com/0fe2dd7c91b2997e3008b29d4a6a713al-m2992475798s.jpg,76 - 600 Cherry St
7752611606,899000,3.0,3.0,3.0,2425.0,2017.0,428 Skyflower Dr,78628.0,TX,Georgetown,https://ap.rdcpix.com/66f244f07eed737738eb50361b458a0bl-m704163955s.jpg,Williamson,https://ap.rdcpix.com/66f244f07eed737738eb50361b458a0bl-m1154554193s.jpg,77 - 428 Skyflower Dr
7376809248,800000,4.0,4.0,3.0,4069.0,2003.0,800 Robison Creek Dr,75078.0,TX,Prosper,https://ap.rdcpix.com/9d8e39b6f1ec1b6bf214da8ef64afc82l-m3593160467s.jpg,Collin,https://ap.rdcpix.com/9d8e39b6f1ec1b6bf214da8ef64afc82l-m3401261899s.jpg,78 - 800 Robison Creek Dr
9137681092,645000,3.0,2.0,,14311.0,1926.0,1506 Ovid St,77007.0,TX,Houston,https://ap.rdcpix.com/a43a293196acde2323e8240c24fd6ed4l-m38932029s.jpg,Harris,https://ap.rdcpix.com/a43a293196acde2323e8240c24fd6ed4l-m657515602s.jpg,79 - 1506 Ovid St
9870692731,285000,3.0,2.0,2.0,1109.0,2019.0,771 Bunton Reserve Blvd,78640.0,TX,Kyle,https://ap.rdcpix.com/c6c8411fffac47bb9af25b56dbfbb32fl-m1796896690s.jpg,Hays,https://ap.rdcpix.com/c6c8411fffac47bb9af25b56dbfbb32fl-m3178463068s.jpg,80 - 771 Bunton Reserve Blvd
7229089742,192000,3.0,2.0,1.0,1225.0,2012.0,611 Therese Ct,75455.0,TX,Mount Pleasant,https://ap.rdcpix.com/879a87303ecb05df481d61c863de8a40l-m3253801177s.jpg,Titus,https://ap.rdcpix.com/879a87303ecb05df481d61c863de8a40l-m874368891s.jpg,81 - 611 Therese Ct
8838061360,549000,4.0,3.0,2.0,2184.0,1977.0,675 Dawson Rd,75159.0,TX,Combine,https://ap.rdcpix.com/3ba1229bec6528f5faf2fb524c51de24l-m3211994590s.jpg,Kaufman,https://ap.rdcpix.com/3ba1229bec6528f5faf2fb524c51de24l-m3767339919s.jpg,82 - 675 Dawson Rd
9992472025,331900,4.0,2.0,2.0,1784.0,2022.0,420 Condie Russell Ave,76084.0,TX,Venus,https://ap.rdcpix.com/310dc37e9e2cb002932a4d80e9d030f7l-m1919579686s.jpg,Johnson,https://ap.rdcpix.com/310dc37e9e2cb002932a4d80e9d030f7l-m2181952207s.jpg,83 - 420 Condie Russell Ave
